02-01 16:53:50.688 127.0.0.1:54321       2040      FJ-4-19  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031_cv_4, iter=71 lmb=.11E0 alpha=.1E1 obj=0.3009 imp=.14E-6 bdf=.51E-3] train deviance = 0.6122447792030633, valid deviance = 0.6052856794001413
02-01 16:53:51.581 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=90 lmb=.63E-1 alpha=.5E0 obj=0.3087 imp=.75E-4 bdf=.15E-1] Got 20 active columns out of 20 total
02-01 16:53:51.581 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=90 lmb=.63E-1 alpha=.5E0 obj=0.3087 imp=.75E-4 bdf=.15E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.582 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=91 lmb=.63E-1 alpha=.5E0 obj=0.3087 imp=.65E-4 bdf=.14E-1] relImprovement < eps; relImprovement = 6.519304246948292E-5, eps = 1.0E-4
02-01 16:53:51.582 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.582 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=91 lmb=.63E-1 alpha=.5E0 obj=0.3087 imp=.65E-4 bdf=.14E-1] solution has 16 nonzeros
02-01 16:53:51.583 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=91 lmb=.63E-1 alpha=.5E0 obj=0.3087 imp=.65E-4 bdf=.14E-1] train deviance = 0.5651118449216915, valid deviance = 0.5627617053710687
02-01 16:53:51.583 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=91 lmb=.57E-1 alpha=.5E0 obj=0.3064 imp=.65E-4 bdf=.14E-1] Got 20 active columns out of 20 total
02-01 16:53:51.583 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=91 lmb=.57E-1 alpha=.5E0 obj=0.3064 imp=.65E-4 bdf=.14E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.584 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=92 lmb=.57E-1 alpha=.5E0 obj=0.3063 imp=.57E-4 bdf=.14E-1] relImprovement < eps; relImprovement = 5.661821144384613E-5, eps = 1.0E-4
02-01 16:53:51.584 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.585 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=92 lmb=.57E-1 alpha=.5E0 obj=0.3063 imp=.57E-4 bdf=.14E-1] solution has 15 nonzeros
02-01 16:53:51.585 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=92 lmb=.57E-1 alpha=.5E0 obj=0.3063 imp=.57E-4 bdf=.14E-1] train deviance = 0.564321000440184, valid deviance = 0.562333863453793
02-01 16:53:51.585 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=92 lmb=.52E-1 alpha=.5E0 obj=0.3042 imp=.57E-4 bdf=.14E-1] Got 20 active columns out of 20 total
02-01 16:53:51.585 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=92 lmb=.52E-1 alpha=.5E0 obj=0.3042 imp=.57E-4 bdf=.14E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.587 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=93 lmb=.52E-1 alpha=.5E0 obj=0.3042 imp=.49E-4 bdf=.12E-1] relImprovement < eps; relImprovement = 4.8740900439788965E-5, eps = 1.0E-4
02-01 16:53:51.587 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.587 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=93 lmb=.52E-1 alpha=.5E0 obj=0.3042 imp=.49E-4 bdf=.12E-1] solution has 15 nonzeros
02-01 16:53:51.588 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=93 lmb=.52E-1 alpha=.5E0 obj=0.3042 imp=.49E-4 bdf=.12E-1] train deviance = 0.5636415865351218, valid deviance = 0.561986567686312
02-01 16:53:51.588 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=93 lmb=.48E-1 alpha=.5E0 obj=0.3022 imp=.49E-4 bdf=.12E-1] Got 20 active columns out of 20 total
02-01 16:53:51.588 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=93 lmb=.48E-1 alpha=.5E0 obj=0.3022 imp=.49E-4 bdf=.12E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.589 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=94 lmb=.48E-1 alpha=.5E0 obj=0.3022 imp=.42E-4 bdf=.12E-1] relImprovement < eps; relImprovement = 4.212388195218463E-5, eps = 1.0E-4
02-01 16:53:51.589 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.590 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=94 lmb=.48E-1 alpha=.5E0 obj=0.3022 imp=.42E-4 bdf=.12E-1] solution has 15 nonzeros
02-01 16:53:51.590 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=94 lmb=.48E-1 alpha=.5E0 obj=0.3022 imp=.42E-4 bdf=.12E-1] train deviance = 0.5630547770878961, valid deviance = 0.5616967701161507
02-01 16:53:51.590 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=94 lmb=.43E-1 alpha=.5E0 obj=0.3003 imp=.42E-4 bdf=.12E-1] Got 20 active columns out of 20 total
02-01 16:53:51.590 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=94 lmb=.43E-1 alpha=.5E0 obj=0.3003 imp=.42E-4 bdf=.12E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.591 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=95 lmb=.43E-1 alpha=.5E0 obj=0.3003 imp=.36E-4 bdf=.1E-1] relImprovement < eps; relImprovement = 3.560962595571333E-5, eps = 1.0E-4
02-01 16:53:51.591 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.591 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=95 lmb=.43E-1 alpha=.5E0 obj=0.3003 imp=.36E-4 bdf=.1E-1] solution has 15 nonzeros
02-01 16:53:51.592 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=95 lmb=.43E-1 alpha=.5E0 obj=0.3003 imp=.36E-4 bdf=.1E-1] train deviance = 0.5625627556247341, valid deviance = 0.5614971856490047
02-01 16:53:51.593 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=95 lmb=.39E-1 alpha=.5E0 obj=0.2986 imp=.36E-4 bdf=.1E-1] Got 20 active columns out of 20 total
02-01 16:53:51.593 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=95 lmb=.39E-1 alpha=.5E0 obj=0.2986 imp=.36E-4 bdf=.1E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.594 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=96 lmb=.39E-1 alpha=.5E0 obj=0.2986 imp=.33E-4 bdf=.11E-1] relImprovement < eps; relImprovement = 3.32921487257892E-5, eps = 1.0E-4
02-01 16:53:51.594 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.594 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=96 lmb=.39E-1 alpha=.5E0 obj=0.2986 imp=.33E-4 bdf=.11E-1] solution has 15 nonzeros
02-01 16:53:51.595 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=96 lmb=.39E-1 alpha=.5E0 obj=0.2986 imp=.33E-4 bdf=.11E-1] train deviance = 0.5621124369837397, valid deviance = 0.5612616665199994
02-01 16:53:51.595 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=96 lmb=.36E-1 alpha=.5E0 obj=0.2971 imp=.33E-4 bdf=.11E-1] Got 20 active columns out of 20 total
02-01 16:53:51.595 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=96 lmb=.36E-1 alpha=.5E0 obj=0.2971 imp=.33E-4 bdf=.11E-1] computed in 0+0=0ms, step = 1
02-01 16:53:51.596 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=97 lmb=.36E-1 alpha=.5E0 obj=0.2971 imp=.26E-4 bdf=.88E-2] relImprovement < eps; relImprovement = 2.6249712694930373E-5, eps = 1.0E-4
02-01 16:53:51.596 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.597 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=97 lmb=.36E-1 alpha=.5E0 obj=0.2971 imp=.26E-4 bdf=.88E-2] solution has 15 nonzeros
02-01 16:53:51.597 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=97 lmb=.36E-1 alpha=.5E0 obj=0.2971 imp=.26E-4 bdf=.88E-2] train deviance = 0.5617551640656588, valid deviance = 0.5611612128764657
02-01 16:53:51.597 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=97 lmb=.33E-1 alpha=.5E0 obj=0.2956 imp=.26E-4 bdf=.88E-2] Got 20 active columns out of 20 total
02-01 16:53:51.597 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=97 lmb=.33E-1 alpha=.5E0 obj=0.2956 imp=.26E-4 bdf=.88E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.598 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=98 lmb=.33E-1 alpha=.5E0 obj=0.2956 imp=.25E-4 bdf=.88E-2] relImprovement < eps; relImprovement = 2.476992317993715E-5, eps = 1.0E-4
02-01 16:53:51.598 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.599 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=98 lmb=.33E-1 alpha=.5E0 obj=0.2956 imp=.25E-4 bdf=.88E-2] solution has 16 nonzeros
02-01 16:53:51.599 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=98 lmb=.33E-1 alpha=.5E0 obj=0.2956 imp=.25E-4 bdf=.88E-2] train deviance = 0.5614172616105615, valid deviance = 0.5610165011275136
02-01 16:53:51.599 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=98 lmb=.3E-1 alpha=.5E0 obj=0.2943 imp=.25E-4 bdf=.88E-2] Got 20 active columns out of 20 total
02-01 16:53:51.600 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=98 lmb=.3E-1 alpha=.5E0 obj=0.2943 imp=.25E-4 bdf=.88E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=99 lmb=.3E-1 alpha=.5E0 obj=0.2943 imp=.21E-4 bdf=.86E-2] relImprovement < eps; relImprovement = 2.0871835428468663E-5, eps = 1.0E-4
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=99 lmb=.3E-1 alpha=.5E0 obj=0.2943 imp=.21E-4 bdf=.86E-2] solution has 16 nonzeros
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=99 lmb=.3E-1 alpha=.5E0 obj=0.2943 imp=.21E-4 bdf=.86E-2] train deviance = 0.5611350497567019, valid deviance = 0.5609432210239969
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=99 lmb=.27E-1 alpha=.5E0 obj=0.2931 imp=.21E-4 bdf=.86E-2] Got 20 active columns out of 20 total
02-01 16:53:51.601 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=99 lmb=.27E-1 alpha=.5E0 obj=0.2931 imp=.21E-4 bdf=.86E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.603 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=100 lmb=.27E-1 alpha=.5E0 obj=0.2931 imp=.2E-4 bdf=.83E-2] relImprovement < eps; relImprovement = 1.9648089414076314E-5, eps = 1.0E-4
02-01 16:53:51.603 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.603 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=100 lmb=.27E-1 alpha=.5E0 obj=0.2931 imp=.2E-4 bdf=.83E-2] solution has 16 nonzeros
02-01 16:53:51.604 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=100 lmb=.27E-1 alpha=.5E0 obj=0.2931 imp=.2E-4 bdf=.83E-2] train deviance = 0.5608725924187579, valid deviance = 0.5608552282686046
02-01 16:53:51.604 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=100 lmb=.25E-1 alpha=.5E0 obj=0.2919 imp=.2E-4 bdf=.83E-2] Got 20 active columns out of 20 total
02-01 16:53:51.604 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=100 lmb=.25E-1 alpha=.5E0 obj=0.2919 imp=.2E-4 bdf=.83E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.605 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=101 lmb=.25E-1 alpha=.5E0 obj=0.2919 imp=.16E-4 bdf=.74E-2] relImprovement < eps; relImprovement = 1.573414827511381E-5, eps = 1.0E-4
02-01 16:53:51.606 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.606 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=101 lmb=.25E-1 alpha=.5E0 obj=0.2919 imp=.16E-4 bdf=.74E-2] solution has 16 nonzeros
02-01 16:53:51.607 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=101 lmb=.25E-1 alpha=.5E0 obj=0.2919 imp=.16E-4 bdf=.74E-2] train deviance = 0.5606574382250212, valid deviance = 0.5608121224550061
02-01 16:53:51.607 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=101 lmb=.23E-1 alpha=.5E0 obj=0.2909 imp=.16E-4 bdf=.74E-2] Got 20 active columns out of 20 total
02-01 16:53:51.607 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=101 lmb=.23E-1 alpha=.5E0 obj=0.2909 imp=.16E-4 bdf=.74E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.608 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=102 lmb=.23E-1 alpha=.5E0 obj=0.2909 imp=.14E-4 bdf=.69E-2] relImprovement < eps; relImprovement = 1.3827037753155252E-5, eps = 1.0E-4
02-01 16:53:51.608 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.608 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=102 lmb=.23E-1 alpha=.5E0 obj=0.2909 imp=.14E-4 bdf=.69E-2] solution has 16 nonzeros
02-01 16:53:51.608 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=102 lmb=.23E-1 alpha=.5E0 obj=0.2909 imp=.14E-4 bdf=.69E-2] train deviance = 0.5604706091206172, valid deviance = 0.5607830431654297
02-01 16:53:51.608 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=102 lmb=.21E-1 alpha=.5E0 obj=0.29 imp=.14E-4 bdf=.69E-2] Got 20 active columns out of 20 total
02-01 16:53:51.609 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=102 lmb=.21E-1 alpha=.5E0 obj=0.29 imp=.14E-4 bdf=.69E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.609 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=103 lmb=.21E-1 alpha=.5E0 obj=0.2899 imp=.12E-4 bdf=.64E-2] relImprovement < eps; relImprovement = 1.1968507110803881E-5, eps = 1.0E-4
02-01 16:53:51.609 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.610 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=103 lmb=.21E-1 alpha=.5E0 obj=0.2899 imp=.12E-4 bdf=.64E-2] solution has 16 nonzeros
02-01 16:53:51.610 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=103 lmb=.21E-1 alpha=.5E0 obj=0.2899 imp=.12E-4 bdf=.64E-2] train deviance = 0.5603097716068245, valid deviance = 0.560769957956652
02-01 16:53:51.610 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=103 lmb=.19E-1 alpha=.5E0 obj=0.2891 imp=.12E-4 bdf=.64E-2] Got 20 active columns out of 20 total
02-01 16:53:51.610 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=103 lmb=.19E-1 alpha=.5E0 obj=0.2891 imp=.12E-4 bdf=.64E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.611 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=104 lmb=.19E-1 alpha=.5E0 obj=0.2891 imp=.1E-4 bdf=.59E-2] relImprovement < eps; relImprovement = 1.032543642344001E-5, eps = 1.0E-4
02-01 16:53:51.611 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.613 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=104 lmb=.19E-1 alpha=.5E0 obj=0.2891 imp=.1E-4 bdf=.59E-2] solution has 15 nonzeros
02-01 16:53:51.613 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=104 lmb=.19E-1 alpha=.5E0 obj=0.2891 imp=.1E-4 bdf=.59E-2] train deviance = 0.5601723935292143, valid deviance = 0.5607634719197858
02-01 16:53:51.613 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=104 lmb=.17E-1 alpha=.5E0 obj=0.2883 imp=.1E-4 bdf=.59E-2] Got 20 active columns out of 20 total
02-01 16:53:51.613 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=104 lmb=.17E-1 alpha=.5E0 obj=0.2883 imp=.1E-4 bdf=.59E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.615 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=105 lmb=.17E-1 alpha=.5E0 obj=0.2883 imp=.88E-5 bdf=.56E-2] relImprovement < eps; relImprovement = 8.822377705738254E-6, eps = 1.0E-4
02-01 16:53:51.615 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.615 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=105 lmb=.17E-1 alpha=.5E0 obj=0.2883 imp=.88E-5 bdf=.56E-2] solution has 15 nonzeros
02-01 16:53:51.616 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=105 lmb=.17E-1 alpha=.5E0 obj=0.2883 imp=.88E-5 bdf=.56E-2] train deviance = 0.5600546413567935, valid deviance = 0.5607614002959664
02-01 16:53:51.616 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=105 lmb=.16E-1 alpha=.5E0 obj=0.2875 imp=.88E-5 bdf=.56E-2] Got 20 active columns out of 20 total
02-01 16:53:51.616 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=105 lmb=.16E-1 alpha=.5E0 obj=0.2875 imp=.88E-5 bdf=.56E-2] computed in 0+0=0ms, step = 1
02-01 16:53:51.617 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=106 lmb=.16E-1 alpha=.5E0 obj=0.2875 imp=.72E-5 bdf=.51E-2] relImprovement < eps; relImprovement = 7.181576215750332E-6, eps = 1.0E-4
02-01 16:53:51.617 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: DONE after 1 iterations (1)
02-01 16:53:51.618 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=106 lmb=.16E-1 alpha=.5E0 obj=0.2875 imp=.72E-5 bdf=.51E-2] solution has 15 nonzeros
02-01 16:53:51.618 127.0.0.1:54321       2040      FJ-4-61  INFO water.default: GLM[dest=metalearner_AUTO_StackedEnsemble_AllModels_1_AutoML_1_20260201_163031, iter=106 lmb=.16E-1 alpha=.5E0 obj=0.2875 imp=.72E-5 bdf=.51E-2] train deviance = 0.5599583062970501, valid deviance = 0.5607790708382143
